obp_algorithm,prp_algorithm,ls_algorithm,time,capacity_device,num_orders,before_distance,after_distance
G01,LGAP,LS_2x2,4961621,45,20,3147,3085
G02,LGAP,LS_1x0,3604195,45,20,3402,3358
G02,LGAP,LS_1x1,715816,45,20,3402,3346
G02,LGAP,LS_1x2,2911395,45,20,3402,3221
G02,LGAP,LS_2x2,3081325,45,20,3402,3326
G03,LGAP,LS_1x0,2038156,45,20,3328,3328
G03,LGAP,LS_1x1,1486179,45,20,3328,3312
G03,LGAP,LS_1x2,3033037,45,20,3328,3253
G03,LGAP,LS_2x2,4783787,45,20,3328,3282
G01,LGAP,LS_1x0,1076271,45,20,2380,2380
G01,LGAP,LS_1x1,674091,45,20,2380,2380
G01,LGAP,LS_1x2,1998646,45,20,2380,2348
G01,LGAP,LS_2x2,1974329,45,20,2380,2380
G02,LGAP,LS_1x0,1413243,45,20,2532,2532
G02,LGAP,LS_1x1,496621,45,20,2532,2532
G02,LGAP,LS_1x2,1482322,45,20,2532,2486
G02,LGAP,LS_2x2,1730386,45,20,2532,2532
G03,LGAP,LS_1x0,1421472,45,20,2412,2412
G03,LGAP,LS_1x1,1014870,45,20,2412,2412
G03,LGAP,LS_1x2,2614534,45,20,2412,2412
G03,LGAP,LS_2x2,2133520,45,20,2412,2390
G01,LGAP,LS_1x0,1655162,45,20,3100,3100
G01,LGAP,LS_1x1,538755,45,20,3100,3100
G01,LGAP,LS_1x2,1546585,45,20,3100,3100
G01,LGAP,LS_2x2,1887568,45,20,3100,3100
G02,LGAP,LS_1x0,3833235,45,20,3327,3327
G02,LGAP,LS_1x1,1043348,45,20,3327,3327
G02,LGAP,LS_1x2,4211119,45,20,3327,3255
G02,LGAP,LS_2x2,4626631,45,20,3327,3327
G03,LGAP,LS_1x0,2234078,45,20,3088,3088
G03,LGAP,LS_1x1,1378811,45,20,3088,3016
G03,LGAP,LS_1x2,2670136,45,20,3088,3070
G03,LGAP,LS_2x2,5358339,45,20,3088,3088
G01,LGAP,LS_1x0,1562925,45,20,2790,2790
G01,LGAP,LS_1x1,510110,45,20,2790,2790
G01,LGAP,LS_1x2,2143172,45,20,2790,2790
G01,LGAP,LS_2x2,3322274,45,20,2790,2790
G02,LGAP,LS_1x0,3367631,45,20,3055,3017
G02,LGAP,LS_1x1,674074,45,20,3055,2983
G02,LGAP,LS_1x2,3190107,45,20,3055,3013
G02,LGAP,LS_2x2,2958839,45,20,3055,3055
G03,LGAP,LS_1x0,1780467,45,20,2774,2774
G03,LGAP,LS_1x1,1212318,45,20,2774,2734
G03,LGAP,LS_1x2,2097617,45,20,2774,2632
G03,LGAP,LS_2x2,3213845,45,20,2774,2650
G01,LGAP,LS_1x0,487650,45,20,2891,2891
G01,LGAP,LS_1x1,637902,45,20,2891,2827
G01,LGAP,LS_1x2,1075160,45,20,2891,2822
G01,LGAP,LS_2x2,1642227,45,20,2891,2875
G02,LGAP,LS_1x0,1787403,45,20,3141,3141
G02,LGAP,LS_1x1,1245741,45,20,3141,3141
G02,LGAP,LS_1x2,2842510,45,20,3141,2965
G02,LGAP,LS_2x2,6222286,45,20,3141,3141
G03,LGAP,LS_1x0,2697112,45,20,3039,3039
G03,LGAP,LS_1x1,873807,45,20,3039,3039
G03,LGAP,LS_1x2,2508647,45,20,3039,3039
G03,LGAP,LS_2x2,2903361,45,20,3039,3039
G01,LGAP,LS_1x0,1986159,45,20,3382,3382
G01,LGAP,LS_1x1,1053384,45,20,3382,3352
G01,LGAP,LS_1x2,1745973,45,20,3382,3382
G01,LGAP,LS_2x2,4158541,45,20,3382,3382
G02,LGAP,LS_1x0,2219376,45,20,3718,3718
G02,LGAP,LS_1x1,1535052,45,20,3718,3656
G02,LGAP,LS_1x2,3423030,45,20,3718,3668
G02,LGAP,LS_2x2,8956138,45,20,3718,3682
G03,LGAP,LS_1x0,1490702,45,20,3472,3472
G03,LGAP,LS_1x1,1550613,45,20,3472,3472
G03,LGAP,LS_1x2,2073180,45,20,3472,3416
G03,LGAP,LS_2x2,8408046,45,20,3472,3472
G01,LGAP,LS_1x0,1583436,45,20,2938,2938
G01,LGAP,LS_1x1,643186,45,20,2938,2938
G01,LGAP,LS_1x2,2254748,45,20,2938,2846
G01,LGAP,LS_2x2,2609625,45,20,2938,2880
G02,LGAP,LS_1x0,3278497,45,20,3092,3092
G02,LGAP,LS_1x1,916778,45,20,3092,3092
G02,LGAP,LS_1x2,2772774,45,20,3092,3092
G02,LGAP,LS_2x2,3859037,45,20,3092,3092
G03,LGAP,LS_1x0,1316379,45,20,2956,2956
G03,LGAP,LS_1x1,1254920,45,20,2956,2934
G03,LGAP,LS_1x2,2825229,45,20,2956,2956
G03,LGAP,LS_2x2,2929469,45,20,2956,2908
G01,LGAP,LS_1x0,506664,45,20,2478,2478
G01,LGAP,LS_1x1,672387,45,20,2478,2478
G01,LGAP,LS_1x2,1222807,45,20,2478,2478
G01,LGAP,LS_2x2,2544181,45,20,2478,2478
G02,LGAP,LS_1x0,3391814,45,20,2720,2720
G02,LGAP,LS_1x1,718607,45,20,2720,2704
G02,LGAP,LS_1x2,2177932,45,20,2720,2596
G02,LGAP,LS_2x2,860640,45,20,2720,2692
G03,LGAP,LS_1x0,787635,45,20,2510,2510
G03,LGAP,LS_1x1,1048150,45,20,2510,2420
G03,LGAP,LS_1x2,1803409,45,20,2510,2450
G03,LGAP,LS_2x2,1750105,45,20,2510,2450
G01,LGAP,LS_1x0,1701149,45,20,3337,3337
G01,LGAP,LS_1x1,787936,45,20,3337,3215
G01,LGAP,LS_1x2,2253354,45,20,3337,3234
G01,LGAP,LS_2x2,5806534,45,20,3337,3307
G02,LGAP,LS_1x0,2964133,45,20,3569,3569
G02,LGAP,LS_1x1,818333,45,20,3569,3569
G02,LGAP,LS_1x2,3432951,45,20,3569,3470
G02,LGAP,LS_2x2,3173781,45,20,3569,3569
G03,LGAP,LS_1x0,1502851,45,20,3307,3307
G03,LGAP,LS_1x1,1223181,45,20,3307,3274
G03,LGAP,LS_1x2,2635395,45,20,3307,3249
G03,LGAP,LS_2x2,4324976,45,20,3307,3307
G01,LGAP,LS_1x0,1544162,45,20,2795,2795
G01,LGAP,LS_1x1,653378,45,20,2795,2795
G01,LGAP,LS_1x2,2293192,45,20,2795,2795
G01,LGAP,LS_2x2,4608783,45,20,2795,2795
G02,LGAP,LS_1x0,3974282,45,20,3180,3180
G02,LGAP,LS_1x1,877734,45,20,3180,3180
G02,LGAP,LS_1x2,2719509,45,20,3180,3112
G02,LGAP,LS_2x2,5032106,45,20,3180,3180
G03,LGAP,LS_1x0,1891655,45,20,2834,2834
G03,LGAP,LS_1x1,910053,45,20,2834,2752
G03,LGAP,LS_1x2,1989174,45,20,2834,2808
G03,LGAP,LS_2x2,1759436,45,20,2834,2834
G01,LGAP,LS_1x0,2155732,45,20,2922,2806
G01,LGAP,LS_1x1,583505,45,20,2922,2922
G01,LGAP,LS_1x2,1901166,45,20,2922,2832
G01,LGAP,LS_2x2,795250,45,20,2922,2838
G02,LGAP,LS_1x0,1854139,45,20,3044,3044
G02,LGAP,LS_1x1,817118,45,20,3044,3002
G02,LGAP,LS_1x2,2938656,45,20,3044,2817
G02,LGAP,LS_2x2,2590752,45,20,3044,2954
G03,LGAP,LS_1x0,1852661,45,20,2839,2839
G03,LGAP,LS_1x1,839905,45,20,2839,2839
G03,LGAP,LS_1x2,2724124,45,20,2839,2839
G03,LGAP,LS_2x2,1223307,45,20,2839,2839
G01,LGAP,LS_1x0,1679584,45,20,3263,3263
G01,LGAP,LS_1x1,1060285,45,20,3263,3263
G01,LGAP,LS_1x2,2959720,45,20,3263,3187
G01,LGAP,LS_2x2,4242261,45,20,3263,3263
G02,LGAP,LS_1x0,3820952,45,20,3640,3640
G02,LGAP,LS_1x1,1137812,45,20,3640,3544
G02,LGAP,LS_1x2,3236432,45,20,3640,3524
G02,LGAP,LS_2x2,4971323,45,20,3640,3640
G03,LGAP,LS_1x0,2078370,45,20,3408,3408
G03,LGAP,LS_1x1,1019638,45,20,3408,3408
G03,LGAP,LS_1x2,1567368,45,20,3408,3408
G03,LGAP,LS_2x2,1942337,45,20,3408,3314
G01,LGAP,LS_1x0,1806912,45,20,3042,2995
G01,LGAP,LS_1x1,779827,45,20,3042,3013
G01,LGAP,LS_1x2,1499048,45,20,3042,3042
G01,LGAP,LS_2x2,1840712,45,20,3042,2996
G02,LGAP,LS_1x0,1763410,45,20,3178,3178
G02,LGAP,LS_1x1,891340,45,20,3178,3144
G02,LGAP,LS_1x2,1895789,45,20,3178,3096
G02,LGAP,LS_2x2,6870562,45,20,3178,3178
G03,LGAP,LS_1x0,2114987,45,20,3123,3123
G03,LGAP,LS_1x1,1198548,45,20,3123,3123
G03,LGAP,LS_1x2,2291339,45,20,3123,3058
G03,LGAP,LS_2x2,5097673,45,20,3123,3075
G01,LGAP,LS_1x0,487767,45,20,2942,2942
G01,LGAP,LS_1x1,637317,45,20,2942,2942
G01,LGAP,LS_1x2,1573113,45,20,2942,2942
G01,LGAP,LS_2x2,2365157,45,20,2942,2942
G02,LGAP,LS_1x0,5812478,45,20,3602,3524
G02,LGAP,LS_1x1,934470,45,20,3602,3602
G02,LGAP,LS_1x2,3911583,45,20,3602,3469
G02,LGAP,LS_2x2,1434379,45,20,3602,3602
G03,LGAP,LS_1x0,2162410,45,20,3283,3283
G03,LGAP,LS_1x1,1069824,45,20,3283,3283
G03,LGAP,LS_1x2,2633899,45,20,3283,3235
G03,LGAP,LS_2x2,2727116,45,20,3283,3252
G01,LGAP,LS_1x0,571691,45,20,2658,2658
G01,LGAP,LS_1x1,797781,45,20,2658,2658
G01,LGAP,LS_1x2,1513161,45,20,2658,2578
G01,LGAP,LS_2x2,1340537,45,20,2658,2658
G02,LGAP,LS_1x0,3037589,45,20,2918,2918
G02,LGAP,LS_1x1,658361,45,20,2918,2878
G02,LGAP,LS_1x2,2461636,45,20,2918,2825
G02,LGAP,LS_2x2,1391032,45,20,2918,2918
G03,LGAP,LS_1x0,742848,45,20,2562,2562
G03,LGAP,LS_1x1,730030,45,20,2562,2562
G03,LGAP,LS_1x2,1321500,45,20,2562,2562
G03,LGAP,LS_2x2,1414091,45,20,2562,2562
G01,LGAP,LS_1x0,838728,45,20,2662,2662
G01,LGAP,LS_1x1,480297,45,20,2662,2624
G01,LGAP,LS_1x2,1615332,45,20,2662,2612
G01,LGAP,LS_2x2,1505986,45,20,2662,2662
G02,LGAP,LS_1x0,2880590,45,20,2823,2823
G02,LGAP,LS_1x1,1035366,45,20,2823,2823
G02,LGAP,LS_1x2,3223104,45,20,2823,2799
G02,LGAP,LS_2x2,2343418,45,20,2823,2721
G03,LGAP,LS_1x0,957191,45,20,2624,2624
G03,LGAP,LS_1x1,879830,45,20,2624,2614
G03,LGAP,LS_1x2,1569182,45,20,2624,2490
G03,LGAP,LS_2x2,2212972,45,20,2624,2516
G01,LGAP,LS_1x0,1511426,45,20,2741,2741
G01,LGAP,LS_1x1,558677,45,20,2741,2741
G01,LGAP,LS_1x2,3016732,45,20,2741,2702
G01,LGAP,LS_2x2,2710462,45,20,2741,2741
G02,LGAP,LS_1x0,3228787,45,20,2975,2959
G02,LGAP,LS_1x1,1143243,45,20,2975,2975
G02,LGAP,LS_1x2,3983360,45,20,2975,2911
G02,LGAP,LS_2x2,14334613,45,20,2975,2975
G03,LGAP,LS_1x0,1987232,45,20,2686,2686
G03,LGAP,LS_1x1,994692,45,20,2686,2686
G03,LGAP,LS_1x2,2699970,45,20,2686,2686
G03,LGAP,LS_2x2,1740562,45,20,2686,2600
G01,LGAP,LS_1x0,1558079,45,20,2794,2794
G01,LGAP,LS_1x1,592362,45,20,2794,2794
G01,LGAP,LS_1x2,1922241,45,20,2794,2732
G01,LGAP,LS_2x2,3547174,45,20,2794,2794
G02,LGAP,LS_1x0,3332608,45,20,3017,3008
G02,LGAP,LS_1x1,1140430,45,20,3017,2961
G02,LGAP,LS_1x2,2540610,45,20,3017,2914
G02,LGAP,LS_2x2,4632922,45,20,3017,3017
G03,LGAP,LS_1x0,1889249,45,20,2651,2651
G03,LGAP,LS_1x1,1140373,45,20,2651,2651
G03,LGAP,LS_1x2,2870716,45,20,2651,2611
G03,LGAP,LS_2x2,3462739,45,20,2651,2651
G01,LGAP,LS_1x0,1529767,45,20,2822,2822
G01,LGAP,LS_1x1,703776,45,20,2822,2822
G01,LGAP,LS_1x2,2946961,45,20,2822,2822
G01,LGAP,LS_2x2,2558321,45,20,2822,2822
G02,LGAP,LS_1x0,3728000,45,20,3084,3035
G02,LGAP,LS_1x1,533187,45,20,3084,3084
G02,LGAP,LS_1x2,3429562,45,20,3084,3038
G02,LGAP,LS_2x2,2770639,45,20,3084,3084
G03,LGAP,LS_1x0,1984196,45,20,2841,2841
G03,LGAP,LS_1x1,777571,45,20,2841,2841
G03,LGAP,LS_1x2,1598541,45,20,2841,2717
G03,LGAP,LS_2x2,3540406,45,20,2841,2779
G01,LGAP,LS_1x0,1494841,45,20,2814,2814
G01,LGAP,LS_1x1,586504,45,20,2814,2814
G01,LGAP,LS_1x2,1707880,45,20,2814,2814
G01,LGAP,LS_2x2,553327,45,20,2814,2814
G02,LGAP,LS_1x0,2047119,45,20,2873,2873
G02,LGAP,LS_1x1,780896,45,20,2873,2806
G02,LGAP,LS_1x2,1502125,45,20,2873,2810
G02,LGAP,LS_2x2,4219172,45,20,2873,2873
G03,LGAP,LS_1x0,738439,45,20,2588,2588
G03,LGAP,LS_1x1,739262,45,20,2588,2588
G03,LGAP,LS_1x2,767184,45,20,2588,2588
G03,LGAP,LS_2x2,1246888,45,20,2588,2588
G01,LGAP,LS_1x0,1817821,45,20,3404,3404
G01,LGAP,LS_1x1,1007777,45,20,3404,3276
G01,LGAP,LS_1x2,2766623,45,20,3404,3308
G01,LGAP,LS_2x2,5562137,45,20,3404,3308
G02,LGAP,LS_1x0,3843759,45,20,3524,3524
G02,LGAP,LS_1x1,1064038,45,20,3524,3466
G02,LGAP,LS_1x2,3359703,45,20,3524,3490
G02,LGAP,LS_2x2,4498741,45,20,3524,3524
G03,LGAP,LS_1x0,2141839,45,20,3345,3345
G03,LGAP,LS_1x1,1419992,45,20,3345,3345
G03,LGAP,LS_1x2,2768869,45,20,3345,3315
G03,LGAP,LS_2x2,5553847,45,20,3345,3277
G01,LGAP,LS_1x0,964793,45,20,3066,3066
G01,LGAP,LS_1x1,634777,45,20,3066,3020
G01,LGAP,LS_1x2,1179963,45,20,3066,2978
G01,LGAP,LS_2x2,3504962,45,20,3066,3066
G02,LGAP,LS_1x0,3253202,45,20,3172,3172
G02,LGAP,LS_1x1,1178866,45,20,3172,3172
G02,LGAP,LS_1x2,4982488,45,20,3172,3172
G02,LGAP,LS_2x2,4878106,45,20,3172,3172
G03,LGAP,LS_1x0,1630463,45,20,2978,2978
G03,LGAP,LS_1x1,869830,45,20,2978,2978
G03,LGAP,LS_1x2,1363166,45,20,2978,2942
G03,LGAP,LS_2x2,3573635,45,20,2978,2978
G01,LGAP,LS_1x0,1511169,45,20,2650,2650
G01,LGAP,LS_1x1,509760,45,20,2650,2650
G01,LGAP,LS_1x2,1777954,45,20,2650,2650
G01,LGAP,LS_2x2,982530,45,20,2650,2650
G02,LGAP,LS_1x0,2297559,45,20,2790,2790
G02,LGAP,LS_1x1,621470,45,20,2790,2790
G02,LGAP,LS_1x2,1413779,45,20,2790,2696
G02,LGAP,LS_2x2,1849095,45,20,2790,2746
G03,LGAP,LS_1x0,2117200,45,20,2772,2772
G03,LGAP,LS_1x1,994256,45,20,2772,2740
G03,LGAP,LS_1x2,2757667,45,20,2772,2772
G03,LGAP,LS_2x2,1511402,45,20,2772,2674
G01,LGAP,LS_1x0,902706,45,20,2734,2728
G01,LGAP,LS_1x1,547314,45,20,2734,2688
G01,LGAP,LS_1x2,1251413,45,20,2734,2646
G01,LGAP,LS_2x2,2015579,45,20,2734,2618
G02,LGAP,LS_1x0,5240993,45,20,3104,3086
G02,LGAP,LS_1x1,592343,45,20,3104,3034
G02,LGAP,LS_1x2,3693939,45,20,3104,3058
G02,LGAP,LS_2x2,855579,45,20,3104,3028
G03,LGAP,LS_1x0,1537024,45,20,2686,2686
G03,LGAP,LS_1x1,904846,45,20,2686,2624
G03,LGAP,LS_1x2,1946183,45,20,2686,2538
G03,LGAP,LS_2x2,1935478,45,20,2686,2596
G01,LGAP,LS_1x0,780781,45,20,2974,2974
G01,LGAP,LS_1x1,974590,45,20,2974,2974
G01,LGAP,LS_1x2,1486713,45,20,2974,2948
G01,LGAP,LS_2x2,2797475,45,20,2974,2940
G02,LGAP,LS_1x0,3108718,45,20,3156,3156
G02,LGAP,LS_1x1,624099,45,20,3156,3156
G02,LGAP,LS_1x2,2535545,45,20,3156,3156
G02,LGAP,LS_2x2,3430762,45,20,3156,3128
G03,LGAP,LS_1x0,858713,45,20,2975,2975
G03,LGAP,LS_1x1,990804,45,20,2975,2975
G03,LGAP,LS_1x2,1185227,45,20,2975,2930
G03,LGAP,LS_2x2,2703726,45,20,2975,2975
G01,LGAP,LS_1x0,712403,45,20,2520,2520
G01,LGAP,LS_1x1,787912,45,20,2520,2520
G01,LGAP,LS_1x2,735738,45,20,2520,2490
G01,LGAP,LS_2x2,2033675,45,20,2520,2465
G02,LGAP,LS_1x0,3190138,45,20,2718,2676
G02,LGAP,LS_1x1,822858,45,20,2718,2702
G02,LGAP,LS_1x2,3353092,45,20,2718,2642
G02,LGAP,LS_2x2,2536892,45,20,2718,2686
G03,LGAP,LS_1x0,858575,45,20,2564,2564
G03,LGAP,LS_1x1,877205,45,20,2564,2564
G03,LGAP,LS_1x2,1269427,45,20,2564,2538
G03,LGAP,LS_2x2,2532327,45,20,2564,2482
G01,LGAP,LS_1x0,1545616,45,20,3050,3050
G01,LGAP,LS_1x1,581731,45,20,3050,3050
G01,LGAP,LS_1x2,2425332,45,20,3050,2970
G01,LGAP,LS_2x2,2675682,45,20,3050,3050
G02,LGAP,LS_1x0,3861547,45,20,3243,3243
G02,LGAP,LS_1x1,924386,45,20,3243,3243
G02,LGAP,LS_1x2,2848237,45,20,3243,3171
G02,LGAP,LS_2x2,2617925,45,20,3243,3243
G03,LGAP,LS_1x0,2005974,45,20,2958,2958
G03,LGAP,LS_1x1,1003990,45,20,2958,2958
G03,LGAP,LS_1x2,2884489,45,20,2958,2912
G03,LGAP,LS_2x2,3177758,45,20,2958,2918
G01,LGAP,LS_1x0,1496783,45,20,2744,2744
G01,LGAP,LS_1x1,422537,45,20,2744,2744
G01,LGAP,LS_1x2,2289896,45,20,2744,2744
G01,LGAP,LS_2x2,1507294,45,20,2744,2700
G02,LGAP,LS_1x0,2596335,45,20,2761,2761
G02,LGAP,LS_1x1,572011,45,20,2761,2761
G02,LGAP,LS_1x2,2427171,45,20,2761,2761
G02,LGAP,LS_2x2,2342995,45,20,2761,2761
G03,LGAP,LS_1x0,742203,45,20,2554,2554
G03,LGAP,LS_1x1,670749,45,20,2554,2554
G03,LGAP,LS_1x2,1124442,45,20,2554,2554
G03,LGAP,LS_2x2,1031996,45,20,2554,2554
G01,LGAP,LS_1x0,510100,45,20,2500,2500
G01,LGAP,LS_1x1,667609,45,20,2500,2500
G01,LGAP,LS_1x2,1149378,45,20,2500,2462
G01,LGAP,LS_2x2,1104159,45,20,2500,2480
G02,LGAP,LS_1x0,2856379,45,20,2698,2698
G02,LGAP,LS_1x1,505530,45,20,2698,2698
G02,LGAP,LS_1x2,2086538,45,20,2698,2650
G02,LGAP,LS_2x2,1699119,45,20,2698,2698
G03,LGAP,LS_1x0,901215,45,20,2490,2490
G03,LGAP,LS_1x1,818318,45,20,2490,2490
G03,LGAP,LS_1x2,1245724,45,20,2490,2484
G03,LGAP,LS_2x2,2135735,45,20,2490,2434
G01,LGAP,LS_1x0,1525235,45,20,2644,2644
G01,LGAP,LS_1x1,430208,45,20,2644,2644
G01,LGAP,LS_1x2,1687285,45,20,2644,2596
G01,LGAP,LS_2x2,1032348,45,20,2644,2644
G02,LGAP,LS_1x0,3585675,45,20,2850,2788
G02,LGAP,LS_1x1,637853,45,20,2850,2791
G02,LGAP,LS_1x2,4081709,45,20,2850,2720
G02,LGAP,LS_2x2,4018016,45,20,2850,2800
G03,LGAP,LS_1x0,1923233,45,20,2599,2599
G03,LGAP,LS_1x1,901755,45,20,2599,2599
G03,LGAP,LS_1x2,3077028,45,20,2599,2599
G03,LGAP,LS_2x2,4036373,45,20,2599,2579
G01,LGAP,LS_1x0,572488,45,20,2628,2628
G01,LGAP,LS_1x1,728781,45,20,2628,2628
G01,LGAP,LS_1x2,975835,45,20,2628,2546
G01,LGAP,LS_2x2,2354460,45,20,2628,2546
G02,LGAP,LS_1x0,2712008,45,20,2926,2926
G02,LGAP,LS_1x1,836442,45,20,2926,2846
G02,LGAP,LS_1x2,3824015,45,20,2926,2670
G02,LGAP,LS_2x2,2614350,45,20,2926,2758
G03,LGAP,LS_1x0,903620,45,20,2542,2542
G03,LGAP,LS_1x1,1148068,45,20,2542,2542
G03,LGAP,LS_1x2,1618140,45,20,2542,2542
G03,LGAP,LS_2x2,2451019,45,20,2542,2500
G01,LGAP,LS_1x0,846067,45,20,2966,2966
G01,LGAP,LS_1x1,551624,45,20,2966,2966
G01,LGAP,LS_1x2,1887253,45,20,2966,2894
G01,LGAP,LS_2x2,2860616,45,20,2966,2966
G02,LGAP,LS_1x0,3186587,45,20,3091,3091
G02,LGAP,LS_1x1,1072757,45,20,3091,3091
G02,LGAP,LS_1x2,3571324,45,20,3091,3079
G02,LGAP,LS_2x2,3277801,45,20,3091,3091
G03,LGAP,LS_1x0,1203142,45,20,2975,2975
G03,LGAP,LS_1x1,1077848,45,20,2975,2975
G03,LGAP,LS_1x2,1986684,45,20,2975,2888
G03,LGAP,LS_2x2,3024521,45,20,2975,2975
G01,LGAP,LS_1x0,1736987,45,20,2892,2860
G01,LGAP,LS_1x1,723700,45,20,2892,2892
G01,LGAP,LS_1x2,2035225,45,20,2892,2832
G01,LGAP,LS_2x2,3485968,45,20,2892,2853
G02,LGAP,LS_1x0,3463603,45,20,3074,3074
G02,LGAP,LS_1x1,1024791,45,20,3074,3074
G02,LGAP,LS_1x2,2315285,45,20,3074,3016
G02,LGAP,LS_2x2,5095457,45,20,3074,3074
G03,LGAP,LS_1x0,1456036,45,20,2828,2828
G03,LGAP,LS_1x1,1073876,45,20,2828,2828
G03,LGAP,LS_1x2,2630436,45,20,2828,2773
G03,LGAP,LS_2x2,2968465,45,20,2828,2828
G01,LGAP,LS_1x0,2257392,45,20,3404,3404
G01,LGAP,LS_1x1,1207454,45,20,3404,3404
G01,LGAP,LS_1x2,4004645,45,20,3404,3350
G01,LGAP,LS_2x2,7735710,45,20,3404,3384
G02,LGAP,LS_1x0,8448368,45,20,3806,3806
G02,LGAP,LS_1x1,1479059,45,20,3806,3806
G02,LGAP,LS_1x2,6389459,45,20,3806,3752
G02,LGAP,LS_2x2,3366652,45,20,3806,3806
G03,LGAP,LS_1x0,3215104,45,20,3380,3380
G03,LGAP,LS_1x1,1792672,45,20,3380,3302
G03,LGAP,LS_1x2,2391263,45,20,3380,3358
G03,LGAP,LS_2x2,2044010,45,20,3380,3380
G01,LGAP,LS_1x0,2458813,45,20,2594,2594
G01,LGAP,LS_1x1,771941,45,20,2594,2594
G01,LGAP,LS_1x2,2096146,45,20,2594,2594
G01,LGAP,LS_2x2,1289177,45,20,2594,2540
G02,LGAP,LS_1x0,2848910,45,20,2582,2582
G02,LGAP,LS_1x1,1262423,45,20,2582,2582
G02,LGAP,LS_1x2,4341915,45,20,2582,2582
G02,LGAP,LS_2x2,4699626,45,20,2582,2582
G03,LGAP,LS_1x0,3200095,45,20,2499,2499
G03,LGAP,LS_1x1,1248937,45,20,2499,2499
G03,LGAP,LS_1x2,4656388,45,20,2499,2499
G03,LGAP,LS_2x2,1823830,45,20,2499,2499
G01,LGAP,LS_1x0,1082885,45,20,2572,2572
G01,LGAP,LS_1x1,833747,45,20,2572,2572
G01,LGAP,LS_1x2,2882398,45,20,2572,2572
G01,LGAP,LS_2x2,1905934,45,20,2572,2572
G02,LGAP,LS_1x0,5471383,45,20,2811,2811
G02,LGAP,LS_1x1,968035,45,20,2811,2811
G02,LGAP,LS_1x2,4355120,45,20,2811,2774
G02,LGAP,LS_2x2,3288056,45,20,2811,2811
G03,LGAP,LS_1x0,1200019,45,20,2542,2542
G03,LGAP,LS_1x1,1717197,45,20,2542,2542
G03,LGAP,LS_1x2,2179905,45,20,2542,2542
G03,LGAP,LS_2x2,2902059,45,20,2542,2542
G01,LGAP,LS_1x0,786676,45,20,2830,2830
G01,LGAP,LS_1x1,877812,45,20,2830,2774
G01,LGAP,LS_1x2,1757263,45,20,2830,2750
G01,LGAP,LS_2x2,4205028,45,20,2830,2766
G02,LGAP,LS_1x0,4001496,45,20,2998,2998
G02,LGAP,LS_1x1,1583442,45,20,2998,2862
G02,LGAP,LS_1x2,3053497,45,20,2998,2926
G02,LGAP,LS_2x2,6263909,45,20,2998,2998
G03,LGAP,LS_1x0,1742183,45,20,2740,2740
G03,LGAP,LS_1x1,1464870,45,20,2740,2740
G03,LGAP,LS_1x2,2831890,45,20,2740,2689
G03,LGAP,LS_2x2,3975710,45,20,2740,2740
G01,LGAP,LS_1x0,2490039,45,20,2748,2748
G01,LGAP,LS_1x1,1169296,45,20,2748,2748
G01,LGAP,LS_1x2,5028050,45,20,2748,2676
G01,LGAP,LS_2x2,5380386,45,20,2748,2718
G02,LGAP,LS_1x0,7654203,45,20,3172,3172
G02,LGAP,LS_1x1,1304594,45,20,3172,2994
G02,LGAP,LS_1x2,7758783,45,20,3172,3172
G02,LGAP,LS_2x2,4226506,45,20,3172,3130
G03,LGAP,LS_1x0,3102945,45,20,2881,2881
G03,LGAP,LS_1x1,1699074,45,20,2881,2855
G03,LGAP,LS_1x2,5091778,45,20,2881,2881
G03,LGAP,LS_2x2,3602540,45,20,2881,2721
G01,LGAP,LS_1x0,660759,45,20,2700,2700
G01,LGAP,LS_1x1,545098,45,20,2700,2700
G01,LGAP,LS_1x2,990362,45,20,2700,2700
G01,LGAP,LS_2x2,868420,45,20,2700,2645
G02,LGAP,LS_1x0,3685992,45,20,2772,2772
G02,LGAP,LS_1x1,1029260,45,20,2772,2772
G02,LGAP,LS_1x2,4684950,45,20,2772,2772
G02,LGAP,LS_2x2,3370703,45,20,2772,2772
G03,LGAP,LS_1x0,3110309,45,20,2736,2736
G03,LGAP,LS_1x1,1701691,45,20,2736,2736
G03,LGAP,LS_1x2,3719925,45,20,2736,2677
G03,LGAP,LS_2x2,2372969,45,20,2736,2736
G01,LGAP,LS_1x0,1571574,45,20,2936,2936
G01,LGAP,LS_1x1,1209475,45,20,2936,2936
G01,LGAP,LS_1x2,2353560,45,20,2936,2932
G01,LGAP,LS_2x2,3900550,45,20,2936,2936
G02,LGAP,LS_1x0,1443985,45,20,2948,2948
G02,LGAP,LS_1x1,1345078,45,20,2948,2948
G02,LGAP,LS_1x2,3198899,45,20,2948,2910
G02,LGAP,LS_2x2,4953945,45,20,2948,2948
G03,LGAP,LS_1x0,2607149,45,20,2978,2978
G03,LGAP,LS_1x1,1560986,45,20,2978,2958
G03,LGAP,LS_1x2,2612845,45,20,2978,2940
G03,LGAP,LS_2x2,6678498,45,20,2978,2898
G01,LGAP,LS_1x0,2924894,60,20,2576,2576
G01,LGAP,LS_1x1,1357309,60,20,2576,2576
G01,LGAP,LS_1x2,3403948,60,20,2576,2576
G01,LGAP,LS_2x2,5143505,60,20,2576,2576
G02,LGAP,LS_1x0,8042637,60,20,2936,2936
G02,LGAP,LS_1x1,1348507,60,20,2936,2902
G02,LGAP,LS_1x2,5797655,60,20,2936,2936
